# UltraFIBU - Kontenrahmen SKR04 (vollstaendig)
#
# Erzeugt aus dem DATEV-Kontenrahmen-PDF (BilRUG-Fassung, Stand 2026) mit
# Apps/UltraFIBU/tools/skr-pdf-extrahieren.py. Spaltenbedeutung nach der
# Legende des PDF:
#
#   bilanz_position      Fussnote 2) Bilanz- und GuV-Posten, grosse
#                        Kapitalgesellschaften, Gesamtkostenverfahren
#   funktion             KU/V/M Zusatzfunktion ueber einer Kontenklasse,
#                        AV/AM/S/F/R Hauptfunktion vor einem Konto, auch
#                        kombiniert (S/AV). AV und AM sind die
#                        DATEV-AUTOMATIKKONTEN.
#   abschlusszweck       HB Handelsbilanz, SB Steuerbilanz, EUeR
#   programmverbindung   U Umsatzsteuer, G Gewerbesteuer, K Koerperschaft
#   nummer_bis           gesetzt, wenn die Zeile einen Kontenbereich meint
#                        (im PDF als "0040-42" gedruckt). Solche Zeilen haben
#                        keine eigene Beschriftung; hier steht dann ihr
#                        Bilanz-Posten.
#
# STEUERSCHLUESSEL: uebernommen aus der bisherigen, handgepflegten Datei
# (0 Konten). Das PDF nennt die Automatikfunktion (AM/AV), nicht den
# Steuersatz - den aus einer Kontenbezeichnung zu lesen waere geraten. Wer
# weitere Schluessel setzt, prueft sie gegen die Steuerschluessel-Tabelle der
# Kanzlei.
#
# typ: fuer Konten ohne alten Eintrag aus der fuehrenden Ziffer abgeleitet -
# eine grobe Einordnung fuer die Auswertungen, keine Aussage des PDF.
#
nummer;bezeichnung;typ;steuerschluessel;euer_zeile;bwa_position;bilanz_position;funktion;abschlusszweck;programmverbindung;nummer_bis
7105;Zinserträge § 233a AO, steuerpflichtig;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7106;Zinserträge § 233a AO, steuerfrei (Anlage GK KSt);aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;K;
7107;Zinserträge § 233a AO und § 4 Abs. 5b EStG, steuerfrei;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;GK;
7109;Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7110;Sonstige Zinserträge;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7115;Erträge aus anderen Wertpapieren und Ausleihungen des Umlaufvermögens;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7119;Sonstige Zinserträge aus verbundenen Unternehmen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7120;Zinsähnliche Erträge;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7129;Zinsähnliche Erträge aus verbundenen Unternehmen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7130;Sonstige Zinsen und ähnliche Erträge;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;R;;;7139
7140;Steuerfreie Zinserträge aus der Abzinsung von Rückstellungen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;GK;
7141;Zinserträge aus der Abzinsung von auf Rentenverpflichtungen beruhenden Verbindlichkeiten, für die eine Gegenleistung nicht mehr zu erwarten ist 8);aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7142;Zinserträge aus der Abzinsung von Rückstellungen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7143;Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen;aufwand;;;;Sonstige Zinsen und ähnliche Erträge;;;;
7144;Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB;aufwand;;;;Sonstige Zinsen und ähnliche Erträge oder Zinsen und ähnliche Aufwendungen;;HB;;
7145;Erträge aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB Erträge aus Verlustübernahme und auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne;aufwand;;;;Sonstige Zinsen und ähnliche Erträge oder Zinsen und ähnliche Aufwendungen;;HB;;
7190;Erträge aus Verlustübernahme;aufwand;;;;Erträge aus Verlustübernahme;;;K;
7192;Erhaltene Gewinne auf Grund einer Gewinngemeinschaft;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne;;;;
7194;Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags Art.-Nr. 11175 2026-01-01;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne;;;GK;
7200;Abschreibungen auf Finanzanlagen (dauerhaft);aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;;
7201;Abschreibungen auf Finanzanlagen (nicht dauerhaft);aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;HB;;
7204;Abschreibungen auf Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (dauerhaft) 9);aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;GK;
7207;Abschreibungen auf Finanzanlagen - verbundene Unternehmen;aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;;
7208;Aufwendungen auf Grund von Verlustanteilen an gewerblichen und selbständigen Mitunternehmerschaften, § 8 GewStG bzw. § 18 EStG 23);aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;GK;
7210;Abschreibungen auf Wertpapiere des Umlaufvermögens;aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;;
7214;Abschreibungen auf Wertpapiere des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG 9);aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;GK;
7217;Abschreibungen auf Wertpapiere des Umlaufvermögens - verbundene Unternehmen;aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;;;
7250;Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage;aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;SB;;
7255;Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage, § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG 9) Zinsen und ähnliche Aufwendungen;aufwand;;;;Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens;;SB;GK;
7300;Zinsen und ähnliche Aufwendungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7302;Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern § 4 Abs. 5b EStG;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7303;Steuerlich abzugsfähige andere Nebenleistungen zu Steuern;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7304;Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7305;Zinsaufwendungen § 233a AO abzugsfähig;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7306;Zinsaufwendungen §§ 234 bis 237 AO nicht abzugsfähig;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7308;Zinsaufwendungen § 233a AO nicht abzugsfähig;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7309;Zinsaufwendungen an verbundene Unternehmen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7310;Zinsaufwendungen für kurzfristige Verbindlichkeiten;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7311;Zinsaufwendungen §§ 234 bis 237 AO abzugsfähig;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7313;Nicht abzugsfähige Schuldzinsen nach § 4 Abs. 4a EStG (Hinzurechnungsbetrag);aufwand;;;;Zinsen und ähnliche Aufwendungen;;;G;
7316;Zinsen für Gesellschafterdarlehen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;K;
7317;Zinsen an Gesellschafter mit einer Beteiligung von mehr als 25 % bzw. diesen nahe stehende Personen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;K;
7318;Zinsen auf Kontokorrentkonten;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GKGK;
7319;Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7320;Zinsaufwendungen für langfristige Verbindlichkeiten;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7323;Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7324;Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung des Anlagevermögens;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7325;Zinsaufwendungen für Gebäude, die zum Betriebsvermögen gehören;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7326;Zinsen zur Finanzierung des Anlagevermögens;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7327;Renten und dauernde Lasten;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7328;Zinsaufwendungen für Kapitalüberlassung durch Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);aufwand;;;;Zinsen und ähnliche Aufwendungen;;;G;
7329;Zinsaufwendungen für langfristige Verbindlichkeiten an verbundene Unternehmen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7330;Zinsähnliche Aufwendungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7339;Zinsähnliche Aufwendungen an verbundene Unternehmen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7340;Zinsen und ähnliche Aufwendungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;R;;;7349
7350;Zinsen und ähnliche Aufwendungen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und 4 KStG 9)16);aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7351;Zinsen und ähnliche Aufwendungen an verbundene Unternehmen §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 KStG 9)16);aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7355;Kreditprovisionen und Verwaltungskostenbeiträge;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7360;Zinsanteil der Zuführungen zu Pensionsrückstellungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7361;Zinsaufwendungen aus der Abzinsung von auf Rentenverpflichtungen beruhenden Verbindlichkeiten, für die eine Gegenleistung nicht mehr zu erwarten ist 8);aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7362;Zinsaufwendungen aus der Abzinsung von Rückstellungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7363;Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;;
7364;Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB;aufwand;;;;Zinsen und ähnliche Aufwendungen oder Sonstige Zinsen und ähnliche Erträge;;HB;;
7365;Aufwendungen aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB;aufwand;;;;Zinsen und ähnliche Aufwendungen oder Sonstige Zinsen und ähnliche Erträge;;HB;;
7366;Steuerlich nicht abzugsfähige Zinsaufwendungen aus der Abzinsung von Rückstellungen Seite 27;aufwand;;;;Zinsen und ähnliche Aufwendungen;;;GK;
7390;Aufwendungen aus Verlustübernahme;aufwand;;;;Aufwendungen aus Verlustübernahme (Mutter);;;GKGK;
7392;Abgeführte Gewinne auf Grund einer Gewinngemeinschaft;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinnabführungs- oder Teilgewinnabführungsvertrags abgeführte Gewinne;;;;
7394;Abgeführte Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinnabführungs- oder Teilgewinnabführungsvertrags abgeführte Gewinne;;;K;
7398;Abgeführte Gewinnanteile (Soll) / ausgeglichene Verlustanteile (Haben) bei atypisch stiller Beteiligung;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinnabführungs- oder Teilgewinnabführungsvertrags abgeführte Gewinne oder Erträge aus Verlustübernahme;;HB;;
7399;Abgeführte Gewinnanteile (Soll) / ausgeglichene Verlustanteile (Haben) bei typisch stiller Beteiligung § 8 GewStG Sonstige betriebliche Erträge;aufwand;;;;Auf Grund einer Gewinngemeinschaft, eines Gewinnabführungs- oder Teilgewinnabführungsvertrags abgeführte Gewinne oder Erträge aus Verlustübernahme;;;GK;
7451;Erträge durch Verschmelzung und Umwandlung;aufwand;;;;Sonstige betriebliche Erträge;;;GK;
7454;Erträge aus der Anwendung von Übergangsvorschriften i. S. d. BilMoG;aufwand;;;;Sonstige betriebliche Erträge;R;;;
7460;Sonstige betriebliche Erträge;aufwand;;;;Sonstige betriebliche Erträge;R;;;
7464;Sonstige betriebliche Aufwendungen;aufwand;;;;Sonstige betriebliche Erträge;R;;;
7551;Verluste durch Verschmelzung und Umwandlung;aufwand;;;;Sonstige betriebliche Aufwendungen;;;K;
7552;Sonstige betriebliche Aufwendungen;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
7553;Aufwendungen für Restrukturierungs- und Sanierungsmaßnahmen;aufwand;;;;Sonstige betriebliche Aufwendungen;;;;
7554;Aufwendungen aus der Anwendung von Übergangsvorschriften i. S. d. BilMoG;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
7560;Sonstige betriebliche Aufwendungen;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
7561;Sonstige betriebliche Aufwendungen;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
7563;Sonstige betriebliche Aufwendungen;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
7600;Körperschaftsteuer;aufwand;;;;Steuern vom Einkommen und Ertrag;;;KK;
7603;Körperschaftsteuer für Vorjahre;aufwand;;;;Steuern vom Einkommen und vom Ertrag oder Steuern vom Einkommen und vom Ertrag;;;K;
7604;Körperschaftsteuererstattungen für Vorjahre;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;K;
7607;Solidaritätszuschlagerstattungen für Vorjahre;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;K;
7608;Solidaritätszuschlag;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;K;
7609;Solidaritätszuschlag für Vorjahre;aufwand;;;;Steuern vom Einkommen und vom Ertrag oder Steuern vom Einkommen und vom Ertrag;;;K;
7610;Gewerbesteuer;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7630;Kapitalertragsteuer 25 %;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;K;
7633;Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25 %;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;K;
7638;Ausländische Steuer auf im Inland steuerfreie DBA-Einkünfte;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7639;Anrechnung/Abzug ausländischer Quellensteuer;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7641;Gewerbesteuernachzahlungen und Gewerbesteuererstattungen für Vorjahre nach § 4 Abs. 5b EStG;aufwand;;;;Steuern vom Einkommen und vom Ertrag oder Steuern vom Einkommen und vom Ertrag;;;GK;
7643;Erträge aus der Auflösung von Gewerbesteuerrückstellungen nach § 4 Abs. 5b EStG;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7645;Aufwendungen aus der Zuführung und Auflösung von latenten Steuern;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;HB;GK;
7646;Aufwendungen aus der Zuführung zu Steuerrückstellungen für Steuerstundung (BStBK);aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7648;Erträge aus der Auflösung von Steuerrückstellungen für Steuerstundung (BStBK);aufwand;;;;Steuern vom Einkommen und vom Ertrag;;;GK;
7649;Erträge aus der Zuführung und Auflösung von latenten Steuern Sonstige Steuern;aufwand;;;;Steuern vom Einkommen und vom Ertrag;;HB;GK;
7650;Sonstige Betriebssteuern;aufwand;;;;Sonstige Steuern;;;;
7675;Verbrauchsteuer (sonstige Steuern);aufwand;;;;Sonstige Steuern;;;;
7678;Ökosteuer;aufwand;;;;Sonstige Steuern;;;;
7680;Grundsteuer;aufwand;;;;Sonstige Steuern;;;G;
7685;Kfz-Steuer;aufwand;;;;Sonstige Steuern;KU;;;
7690;Steuernachzahlungen Vorjahre für sonstige Steuern;aufwand;;;;Sonstige Steuern;;;;
7692;Steuererstattungen Vorjahre für sonstige Steuern;aufwand;;;;Sonstige Steuern;;;;
7694;Erträge aus der Auflösung von Rückstellungen für sonstige Steuern Art.-Nr. 11175 2026-01-01;aufwand;;;;Sonstige Steuern;;;;
7700;Gewinnvortrag nach Verwendung;aufwand;;;;Davon Gewinn- / Verlustvortrag;;;;
7705;Gewinnvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung);aufwand;;;;Davon Gewinn- / Verlustvortrag;F;;;
7720;Verlustvortrag nach Verwendung;aufwand;;;;Davon Gewinn- / Verlustvortrag;;;;
7725;Verlustvortrag nach Verwendung (mit Aufteilung für Kapitalkontenentwicklung);aufwand;;;;Davon Gewinn- / Verlustvortrag;F;;;
7730;Entnahmen aus der Kapitalrücklage Entnahmen aus Gewinnrücklagen;aufwand;;;;Entnahmen aus der Kapitalrücklage;;;;
7735;Entnahmen aus der gesetzlichen Rücklage;aufwand;;;;Entnahmen aus der gesetzlichen Rücklage;;;;
7740;Entnahmen aus dem Ausgleichsposten für aktivierte eigene Anteile;aufwand;;;;Entnahmen aus der Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;F;;;
7743;Entnahmen aus der Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;aufwand;;;;Entnahmen aus der Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;;;;
7744;Entnahmen aus anderen Ergebnisrücklagen;aufwand;;;;Entnahmen aus anderen Ergebnisrücklagen;;;;
7745;Entnahmen aus satzungsmäßigen Rücklagen;aufwand;;;;Entnahmen aus satzungsmäßigen Rücklagen;;;;
7750;Entnahmen aus anderen Gewinnrücklagen;aufwand;;;;Entnahmen aus anderen Gewinnrücklagen;;;;
7751;Entnahmen aus gesamthänderisch gebundenen Rücklagen (mit Aufteilung für Kapitalkontenentwicklung);aufwand;;;;Entnahmen aus anderen Rücklagen;F;;;
7755;Ertrag aus der Kapitalherabsetzung 8);aufwand;;;;Ertrag aus Kapitalherabsetzung;;;K;
7760;Einstellungen in die Kapitalrücklage nach den Vorschriften über die vereinfachte Kapitalherabsetzung;aufwand;;;;Einstellung in die Kapitalrücklage nach den Vorschriften über die vereinfachte Kapitalherabsetzung;;;;
7765;Einstellungen in die gesetzliche Rücklage;aufwand;;;;Einstellungen in die gesetzliche Rücklage;;;;
7770;Einstellungen in den Ausgleichsposten für aktivierte eigene Anteile;aufwand;;;;Einstellungen in die Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;F;;;
7773;Einstellungen in die Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;aufwand;;;;Einstellungen in die Rücklage für Anteile an einem herrschenden oder mehrheitlich beteiligten Unternehmen;;;;
7775;Einstellungen in satzungsmäßige Rücklagen;aufwand;;;;Einstellungen in satzungsmäßige Rücklagen;;;;
7780;Einstellungen in andere Gewinnrücklagen;aufwand;;;;Einstellungen in andere Gewinnrücklagen;;;;
7781;Einstellungen in gesamthänderisch gebundene Rücklagen (mit Aufteilung für Kapitalkontenentwicklung);aufwand;;;;Einstellungen in andere Rücklagen;F;;;
7785;Einstellungen in andere Ergebnisrücklagen;aufwand;;;;Einstellungen in andere Ergebnisrücklagen;;;;
7788;Änderung steuerlicher Ausgleichsposten (Körperschaften);aufwand;;;;Steuerliches Mehr-/Minderergebnis lfd. Jahr (steuerlicher Ausgleichsposten);;SB;;
7789;Änderung steuerlicher Ausgleichsposten (Personengesellschaften, Einzelunternehmen);aufwand;;;;Steuerliches Mehr-/Minderergebnis lfd. Jahr (steuerlicher Ausgleichsposten);F;SB;;
7790;Vorabausschüttung;aufwand;;;;Vorabausschüttung / beschlossene Ausschüttung für das Geschäftsjahr;;;;
7800;(zur freien Verfügung);aufwand;;;;Sonstige betriebliche Aufwendungen;V;;;7899
7900;(reserviertes Konto) 8 bei gesetzlichen Anfordurch DATEV möglich;aufwand;;;;Sonstige betriebliche Aufwendungen;R;;;
8000;Seite 29;statistisch;;;;Sonstige betriebliche Aufwendungen;;;;8999
9000;Saldenvorträge, Sachkonten;statistisch;;;;;S;;;
9001;Saldenvorträge, Sachkonten;statistisch;;;;;F;;;9007
9008;Saldenvorträge, Debitoren;statistisch;;;;;S;;;
9009;Saldenvorträge, Kreditoren;statistisch;;;;;S;;;
9050;(ohne Standardbeschriftung);statistisch;;;;;R;;;
9051;Offene Posten aus 2021;statistisch;;;;;F;;;
9052;Offene Posten aus 2022;statistisch;;;;;F;;;
9053;Offene Posten aus 2023;statistisch;;;;;F;;;
9054;Offene Posten aus 2024;statistisch;;;;;F;;;
9055;Offene Posten aus 2025;statistisch;;;;;F;;;
9056;Offene Posten aus 2026 1);statistisch;;;;;F;;;
9057;(ohne Standardbeschriftung);statistisch;;;;;R;;;9069
9070;(ohne Standardbeschriftung);statistisch;;;;;R;;;9089
9090;Summenvortragskonto;statistisch;;;;;F;;;
9091;Statistische Konten für Betriebswirtschaftliche Auswertungen (BWA);statistisch;;;;;R;;;9100
9101;Verkaufstage 12);statistisch;;;;;F;;;
9102;Anzahl der Barkunden 12);statistisch;;;;;F;;;
9103;(ohne Standardbeschriftung);statistisch;;;;;R;;;9118
9120;Erweiterungsinvestitionen;statistisch;;;;;KU;;;
9130;(ohne Standardbeschriftung);statistisch;;;;;R;;;9131
9135;Auftragseingang im Geschäftsjahr;statistisch;;;;;KU;;;
9140;Variables Kapital Teilhafter;statistisch;;;;;R;;;
9141;Variables Kapital TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9142;Variables Kapital - Anteil Teilhafter Sammelposten anrechenbare Privatsteuern;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9143;Privatsteuern Kapitalertragsteuer (Sammelposten);statistisch;;;;Sammelposten anrechenbare Steuern;KU;;;
9144;Privatsteuern Solidaritätszuschlag (Sammelposten);statistisch;;;;Sammelposten anrechenbare Steuern;KU;;;
9145;Privatsteuern Kirchensteuer (Sammelposten) Kapitaländerungen durch Übertragung einer § 6b EStG-Rücklage;statistisch;;;;Sammelposten anrechenbare Steuern;KU;;;
9146;Variables Kapital Vollhafter - Übertragung einer § 6b EStG-Rücklage;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;SB;;
9147;Variables Kapital Teilhafter - Übertragung einer § 6b EStG-Rücklage;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;SB;;
9148;Kapitalanteile der Kommanditisten;statistisch;;;;Kapitalanteile der Kommanditisten;R;;;
9150;Festkapital - andere Kapitalkontenanpassungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9151;Variables Kapital - andere Kapitalkontenanpassungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9152;Verlust-/Vortragskonto - andere Kapitalkontenanpassungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9153;Kapitalkonto III - andere Kapitalkontenanpassungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9154;Ausstehende Einlagen auf das Komplementär-Kapital, nicht eingefordert - andere Kapitalkontenanpassungen VH;statistisch;;;;Nicht eingeforderte ausstehende Einlagen;F;;;
9155;Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9156;Anrechenbare Privatsteuern Vollhafter, Eigenkapital;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;R;;;
9157;Privatsteuern Kapitalertragsteuer (Vollhafter);statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9158;Privatsteuern Solidaritätszuschlag (Vollhafter);statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9159;Privatsteuern Kirchensteuer (Vollhafter) Andere Kapitalkontenanpassungen: Teilhafter;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9160;Kommandit-Kapital - andere Kapitalkontenanpassungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9161;Variables Kapital - andere Kapitalkontenanpassungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9162;Verlustausgleichskonto - andere Kapitalkontenanpassungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9163;Kapitalkonto III - andere Kapitalkontenanpassungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9164;Ausstehende Einlagen auf das Kommandit-Kapital, nicht eingefordert - andere Kapitalkontenanpassungen TH;statistisch;;;;Nicht eingeforderte ausstehende Einlagen;F;;;
9165;Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9166;Anrechenbare Privatsteuern Teilhafter, Eigenkapital;statistisch;;;;Kapitalanteile der Kommanditisten;R;;;
9167;Privatsteuern Kapitalertragsteuer (Teilhafter), Eigenkapital;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9168;Privatsteuern Solidaritätszuschlag (Teilhafter), Eigenkapital;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9169;Privatsteuern Kirchensteuer (Teilhafter), Eigenkapital Art.-Nr. 11175 2026-01-01;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9170;Festkapital - Umbuchungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9171;Variables Kapital - Umbuchungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9172;Verlust-/Vortragskonto - Umbuchungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9173;Kapitalkonto III - Umbuchungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9174;Ausstehende Einlagen auf das Komplementär-Kapital, nicht eingefordert - Umbuchungen VH;statistisch;;;;Nicht eingeforderte ausstehende Einlagen;F;;;
9175;Verrechnungskonto für Einzahlungsverpflichtungen - Umbuchungen VH;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;F;;;
9176;Umbuchungen auf andere Kapitalkonten: Teilhafter;statistisch;;;;Kapitalanteil der persönlich haftenden Gesellschafter;R;;;9179
9180;Kommandit-Kapital - Umbuchungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9181;Variables Kapital - Umbuchungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9182;Verlustausgleichskonto - Umbuchungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
9183;Kapitalkonto III - Umbuchungen TH;statistisch;;;;Kapitalanteile der Kommanditisten;F;;;
